sentence,entities
User Noah from London accessed the system from IP 203.0.113.54 using token key a9d8f7c6b54321e0d9f8b7a6c5e4d3f2 on 2024-07-01.,"[(5, 9, 'PER'), (15, 21, 'LOC'), (46, 59, 'IP-Address'), (73, 109, 'Token keys'), (113, 123, 'DATE')]"
"User John Smith generated a new API key 4f7a9d2bc1e84f7ea9b0d3c2f5a6e7b8 and logged in from 192.168.1.45 on 2024-05-12 while accessing the New York branch of Acme Corp, processing 512 requests in English.","[(5, 15, 'PER'), (38, 70, 'Token keys'), (85, 98, 'IP-Address'), (102, 112, 'DATE'), (134, 142, 'LOC'), (150, 159, 'ORG'), (174, 177, 'CARDINAL'), (181, 188, 'LANGUAGE')]"
The server at IP address 2001:0db8:85a3:0000:0000:8a2e:0370:7334 received a token 9ab8c7d6e5f4a3b2c1d0e9f8a7b6c5d4 from admin Alice Lee on 03/15/2023 during the deployment of version 3.2.1.,"[(22, 59, 'IP-Address'), (78, 110, 'Token keys'), (116, 126, 'PER'), (130, 140, 'DATE'), (172, 173, 'ORDINAL')]"
"On 2023-11-01, technician Bob delivered a report titled 'Network Optimization' related to the server 10.0.0.254 using token 7f6e5d4c3b2a1908f7e6d5c4b3a29187 in the Berlin office of Globex.","[(3, 13, 'DATE'), (24, 27, 'PER'), (51, 72, 'WORK_OF_ART'), (90, 100, 'IP-Address'), (111, 147, 'Token keys'), (157, 163, 'LOC'), (171, 177, 'ORG')]"
Payment of $1240.50 was authorized by CFO Maria Gonzales using token d4e5f6a7b8c9d0e1f2a3b4c5d6e7f8a9 from IP 172.16.254.1 on 12/24/2023 at the London office.,"[(11, 18, 'MONEY'), (40, 56, 'PER'), (67, 103, 'Token keys'), (113, 124, 'IP-Address'), (128, 138, 'DATE'), (146, 152, 'LOC')]"
Developer Kevin Wang accessed the system on 15-Apr-2024 from IPv6 address fe80::1ff:fe23:4567:890a using token abcdef1234567890abcdef1234567890 to update 42 lines of code.,"[(10, 21, 'PER'), (40, 51, 'DATE'), (57, 74, 'IP-Address'), (87, 123, 'Token keys'), (133, 135, 'CARDINAL')]"
The research team at MIT used token 123abc456def789ghi012jkl345mno678pqr90stu to access server 192.0.2.146 on 2024-01-30 while analyzing 1500 samples in Python.,"[(18, 21, 'ORG'), (27, 67, 'Token keys'), (75, 87, 'IP-Address'), (91, 101, 'DATE'), (115, 119, 'CARDINAL'), (123, 129, 'LANGUAGE')]"
"On March 3rd, 2024, analyst Emma Brown logged in from IP 8.8.8.8 with token 0a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p and processed 300 transactions at the Paris office of SoftTech.","[(3, 16, 'DATE'), (26, 36, 'PER'), (51, 58, 'IP-Address'), (64, 100, 'Token keys'), (115, 118, 'CARDINAL'), (128, 133, 'LOC'), (141, 148, 'ORG')]"
Invoice #7892 totaling $5600 was approved by CFO Linda Evans using the token zyxwvutsrqponmlkjihgfedcba9876543210fedcba from IP address 10.10.10.10 on 2024-06-01.,"[(8, 12, 'CARDINAL'), (23, 28, 'MONEY'), (51, 63, 'PER'), (75, 115, 'Token keys'), (125, 136, 'IP-Address'), (140, 150, 'DATE')]"
Translator John Doe used token a1b2c3d4e5f67890abcdef1234567890 to access server 172.31.255.255 on 2024-07-15 and translated 10000 words from French.,"[(11, 19, 'PER'), (25, 61, 'Token keys'), (75, 88, 'IP-Address'), (92, 102, 'DATE'), (117, 122, 'CARDINAL'), (128, 134, 'LANGUAGE')]"
"On 2024-08-20, manager Sarah Connor initiated a transfer of $15000 using token 0987fedcba6543210fedcba987654321 from IPv6 address 2001:db8::ff00:42:8329.","[(3, 13, 'DATE'), (22, 35, 'PER'), (56, 62, 'MONEY'), (69, 105, 'Token keys'), (119, 145, 'IP-Address')]"
The server 203.0.113.76 received a request on 01/09/2024 from user Tony Stark with token 56789abcdef0123456789abcdef01234 while processing 256 packets.,"[(11, 23, 'IP-Address'), (41, 51, 'DATE'), (57, 67, 'PER'), (73, 109, 'Token keys'), (123, 126, 'CARDINAL')]"
"At 10:15 AM on 2024-04-25, engineer Alice Johnson uploaded new firmware to 192.88.99.10 using token 1a2b3c4d5e6f7g8h9i0j1k2l3m4n5o6p.","[(9, 19, 'DATE'), (29, 44, 'PER'), (70, 81, 'IP-Address'), (88, 124, 'Token keys')]"
The annual report titled 'Quantum Computing Advances' was submitted by Dr. Carl Sagan from IP 198.51.100.23 on 2024-03-10 with token 9f8e7d6c5b4a3210fedcba9876543210.,"[(22, 49, 'WORK_OF_ART'), (67, 79, 'PER'), (85, 98, 'IP-Address'), (102, 112, 'DATE'), (118, 154, 'Token keys')]"
Customer support logged 1050 calls on 2024-02-14 from IP address 172.20.10.5 using token abc123def456ghi789jkl012mno345pqr.,"[(23, 27, 'CARDINAL'), (31, 41, 'DATE'), (56, 67, 'IP-Address'), (80, 116, 'Token keys')]"
"On 2024-09-05, data scientist Michael Chen analyzed 2048 datasets using token fedcba9876543210abcdef1234567890 at the Tokyo office with IP 203.0.113.195.","[(3, 13, 'DATE'), (30, 43, 'PER'), (53, 57, 'CARDINAL'), (64, 100, 'Token keys'), (110, 115, 'LOC'), (124, 138, 'IP-Address')]"
The token 123456abcdef7890fedcba1234567890 was revoked after suspicious activity from IPv6 address 2607:f0d0:1002:51::4 on 2024-10-11.,"[(10, 46, 'Token keys'), (82, 105, 'IP-Address'), (109, 119, 'DATE')]"
"Professor Jane Foster published 'AI and Society' on 2024-05-05, accessing the database from 192.0.2.1 with token 0fedcba9876543210abcdef123456789.","[(10, 22, 'PER'), (33, 46, 'WORK_OF_ART'), (50, 60, 'DATE'), (92, 102, 'IP-Address'), (109, 145, 'Token keys')]"
The quarterly budget of $500000 was approved by CFO Robert Langdon using token 9a8b7c6d5e4f3g2h1i0j9k8l7m6n5o4p from IP 10.255.255.1 on 2024-12-01.,"[(19, 25, 'MONEY'), (46, 60, 'PER'), (67, 103, 'Token keys'), (110, 121, 'IP-Address'), (125, 135, 'DATE')]"
"On 2024-01-01, linguist Emily Zhang translated 5000 words from German using token 1a2b3c4d5e6f7g8h9i0j1k2l3m4n5o6p accessing server 192.168.100.100.","[(3, 13, 'DATE'), (23, 35, 'PER'), (46, 50, 'CARDINAL'), (56, 62, 'LANGUAGE'), (69, 105, 'Token keys'), (121, 134, 'IP-Address')]"
The token key 0a9b8c7d6e5f4a3b2c1d0e9f8a7b6c5d was used by analyst David Kim on IP 198.51.100.77 during the audit on 2024-03-20.,"[(14, 50, 'Token keys'), (66, 75, 'PER'), (79, 92, 'IP-Address'), (110, 120, 'DATE')]"
"On 2024-04-18, architect Laura Palmer submitted the blueprint titled 'City Expansion' from IP 172.16.0.1 using token f1e2d3c4b5a697887766554433221100.","[(3, 13, 'DATE'), (24, 36, 'PER'), (59, 73, 'WORK_OF_ART'), (79, 90, 'IP-Address'), (102, 138, 'Token keys')]"
The server 203.0.113.10 logged 789 errors on 2024-11-22; the admin used token abcdef1234567890abcdef1234567890 for diagnostics.,"[(11, 24, 'IP-Address'), (31, 34, 'CARDINAL'), (38, 48, 'DATE'), (60, 96, 'Token keys')]"
Librarian Sarah Miles accessed the digital archive with token 1234abcd5678efgh9012ijkl3456mnop from IPv6 address 2001:0db8:85a3::8a2e:0370:7334 on 2024-06-30.,"[(10, 21, 'PER'), (48, 84, 'Token keys'), (90, 127, 'IP-Address'), (131, 141, 'DATE')]"
"On the 2nd of July 2024, engineer Mark Evans updated the system from IP 192.168.0.254 using token 0f1e2d3c4b5a697887766554433221100.","[(3, 20, 'DATE'), (30, 41, 'PER'), (69, 82, 'IP-Address'), (89, 125, 'Token keys')]"
The Linux server at 10.1.1.1 was accessed by user Kevin Lee with token 9abcdef0123456789abcdef012345678 for maintenance on 2024-08-15.,"[(4, 9, 'MISC'), (21, 30, 'IP-Address'), (47, 56, 'PER'), (62, 98, 'Token keys'), (116, 126, 'DATE')]"
Reporter Anna Smith filed the article 'Cybersecurity Trends' on 2024-03-01 while connected from IP 198.51.100.42 using token fedcba9876543210fedcba9876543210.,"[(9, 19, 'PER'), (32, 53, 'WORK_OF_ART'), (57, 67, 'DATE'), (89, 102, 'IP-Address'), (109, 145, 'Token keys')]"
The transaction of $2300 was completed by client Michael Torres using token a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p6 from IP 172.31.0.2 on 2024-10-05.,"[(16, 21, 'MONEY'), (41, 55, 'PER'), (62, 98, 'Token keys'), (106, 117, 'IP-Address'), (121, 131, 'DATE')]"
"On 2024-07-07, translator Linda Park processed 8000 words from Spanish using token 0987fedcba6543210fedcba987654321 at the Madrid office with IP 203.0.113.150.","[(3, 13, 'DATE'), (25, 36, 'PER'), (46, 50, 'CARDINAL'), (56, 63, 'LANGUAGE'), (70, 106, 'Token keys'), (116, 122, 'LOC'), (131, 145, 'IP-Address')]"
Server 192.168.100.1 logged 99 failed login attempts on 2024-05-21; token 123456abcdef7890fedcba1234567890 was used by admin David Lee.,"[(7, 20, 'IP-Address'), (28, 30, 'CARDINAL'), (44, 54, 'DATE'), (56, 92, 'Token keys'), (106, 116, 'PER')]"
Software version 5.4.3 was deployed by engineer Helen Kim on 2024-09-10 using token aabbccddeeff00112233445566778899 from IP 10.0.0.12.,"[(9, 14, 'ORDINAL'), (34, 44, 'PER'), (48, 58, 'DATE'), (69, 105, 'Token keys'), (111, 121, 'IP-Address')]"
The artist Pablo Ruiz Picasso uploaded 'Guernica' on 1937-06-04 using token 00112233445566778899aabbccddeeff at IP 192.0.2.33.,"[(11, 29, 'PER'), (39, 47, 'WORK_OF_ART'), (51, 61, 'DATE'), (72, 108, 'Token keys'), (115, 126, 'IP-Address')]"
"On 2024-11-11, the server at 198.51.100.1 was accessed by user Olivia Brown using token ffeeddccbbaa99887766554433221100.","[(3, 13, 'DATE'), (27, 40, 'IP-Address'), (58, 70, 'PER'), (76, 112, 'Token keys')]"
The token 123abc456def789ghi012jkl345mno678pqr90stu was activated on IPv6 address 2600:1700:1234:abcd::1 by administrator George Martin on 2024-02-28.,"[(10, 46, 'Token keys'), (60, 84, 'IP-Address'), (98, 112, 'PER'), (116, 126, 'DATE')]"
"On December 12, 2023, analyst Lisa Wong used token abcdef1234567890abcdef1234567890 to access server 10.10.10.10 and processed 1234 data entries.","[(3, 19, 'DATE'), (28, 38, 'PER'), (44, 80, 'Token keys'), (94, 104, 'IP-Address'), (118, 122, 'CARDINAL')]"
The device at 192.168.1.99 generated token 9f8e7d6c5b4a3210fedcba9876543210 for user Michael Scott on 2024-03-15.,"[(14, 27, 'IP-Address'), (37, 73, 'Token keys'), (83, 96, 'PER'), (100, 110, 'DATE')]"
"On 2024-10-30, the New York office server 203.0.113.5 was accessed by Sarah Connor using token 0a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p.","[(3, 13, 'DATE'), (18, 26, 'LOC'), (33, 46, 'IP-Address'), (60, 73, 'PER'), (79, 115, 'Token keys')]"
Researcher Neil Armstrong submitted 'Moon Landing Report' on 1969-07-20 from IP 198.51.100.100 using token 1234567890abcdef1234567890abcdef.,"[(11, 26, 'PER'), (37, 57, 'WORK_OF_ART'), (61, 71, 'DATE'), (77, 90, 'IP-Address'), (97, 133, 'Token keys')]"
The token key 0f1e2d3c4b5a697887766554433221100 was issued to user Emily Davis from IP 172.16.254.3 on 2024-01-25.,"[(14, 50, 'Token keys'), (64, 75, 'PER'), (81, 94, 'IP-Address'), (98, 108, 'DATE')]"
"On 2024-05-05, developer Jack Taylor pushed 350 commits to the repository using token abcdef1234567890abcdef1234567890 from IP 10.0.0.1.","[(3, 13, 'DATE'), (23, 34, 'PER'), (43, 46, 'CARDINAL'), (69, 105, 'Token keys'), (111, 120, 'IP-Address')]"
"The report 'AI Breakthroughs' was presented by Dr. Susan Clark on 2024-08-12, accessing server 192.168.10.10 with token 9a8b7c6d5e4f3g2h1i0j9k8l7m6n5o4p.","[(12, 28, 'WORK_OF_ART'), (43, 57, 'PER'), (61, 71, 'DATE'), (88, 101, 'IP-Address'), (107, 143, 'Token keys')]"
"On 2024-09-09, the Frankfurt office accessed 1200 data packets from IP 203.0.113.25 using token 00112233445566778899aabbccddeeff.","[(3, 13, 'DATE'), (17, 26, 'LOC'), (36, 40, 'CARDINAL'), (45, 58, 'IP-Address'), (65, 101, 'Token keys')]"
Translator Mark Davis converted 7000 words from Japanese on 2024-07-25 using token ffeeddccbbaa99887766554433221100 from IP 172.16.0.5.,"[(11, 22, 'PER'), (32, 36, 'CARDINAL'), (42, 50, 'LANGUAGE'), (54, 64, 'DATE'), (71, 107, 'Token keys'), (113, 124, 'IP-Address')]"
The token 123abc456def789ghi012jkl345mno678pqr90stu was revoked after multiple failed login attempts from IPv6 address 2001:db8::ff00:42:8329 on 2024-10-10.,"[(10, 46, 'Token keys'), (89, 112, 'IP-Address'), (116, 126, 'DATE')]"
Engineer David Kim deployed version 4.5.6 on 2024-01-15 using token abcdef1234567890abcdef1234567890 from IP 10.10.10.20.,"[(9, 19, 'PER'), (29, 34, 'ORDINAL'), (38, 48, 'DATE'), (59, 95, 'Token keys'), (101, 112, 'IP-Address')]"
"On 2024-06-06, sales manager Olivia Taylor closed a deal worth $75000 using token 0fedcba9876543210abcdef123456789 from IP 192.168.0.50.","[(3, 13, 'DATE'), (19, 34, 'PER'), (51, 57, 'MONEY'), (64, 100, 'Token keys'), (106, 119, 'IP-Address')]"
The database at 203.0.113.45 processed 15000 queries on 2024-08-08; token 9abcdef0123456789abcdef012345678 was used by admin Sarah Lee.,"[(17, 30, 'IP-Address'), (40, 45, 'CARDINAL'), (49, 59, 'DATE'), (61, 97, 'Token keys'), (111, 121, 'PER')]"
Analyst Maria Lopez submitted 'Data Mining Report' on 2024-03-03 using token 1a2b3c4d5e6f7g8h9i0j1k2l3m4n5o6p from IP 172.31.255.254.,"[(8, 20, 'PER'), (31, 50, 'WORK_OF_ART'), (54, 64, 'DATE'), (71, 107, 'Token keys'), (113, 126, 'IP-Address')]"
"On 2024-12-12, system admin Robert Brown reset the password using token 123456abcdef7890fedcba1234567890 from IP 198.51.100.99.","[(3, 13, 'DATE'), (26, 39, 'PER'), (59, 95, 'Token keys'), (101, 114, 'IP-Address')]"
The IPv6 address 2607:f0d0:1002:51::4 was assigned to user Kevin Miller who received token zyxwvutsrqponmlkjihgfedcba9876543210fedcba on 2024-05-20.,"[(5, 32, 'IP-Address'), (60, 72, 'PER'), (83, 123, 'Token keys'), (127, 137, 'DATE')]"
"On 2024-11-23, linguist Emma Watson translated 9000 words from Italian using token abcdef1234567890abcdef1234567890 from IP 10.0.1.1.","[(3, 13, 'DATE'), (22, 33, 'PER'), (43, 47, 'CARDINAL'), (53, 59, 'LANGUAGE'), (66, 102, 'Token keys'), (108, 117, 'IP-Address')]"
The artist Vincent van Gogh created 'Starry Night' on 1889-06-01; token 9a8b7c6d5e4f3g2h1i0j9k8l7m6n5o4p was stored at IP 192.168.1.1.,"[(11, 29, 'PER'), (38, 50, 'WORK_OF_ART'), (54, 64, 'DATE'), (66, 102, 'Token keys'), (116, 127, 'IP-Address')]"
Admin Lisa Ray used token 00112233445566778899aabbccddeeff to access server 203.0.113.77 on 2024-04-04.,"[(6, 15, 'PER'), (21, 57, 'Token keys'), (71, 84, 'IP-Address'), (88, 98, 'DATE')]"
"On 2024-07-07, technician John Carter updated firmware version 2.3.4 using token 123abc456def789ghi012jkl345mno678pqr90stu from IP 172.16.0.10.","[(3, 13, 'DATE'), (24, 35, 'PER'), (54, 59, 'ORDINAL'), (66, 102, 'Token keys'), (108, 121, 'IP-Address')]"
The token abcdef1234567890abcdef1234567890 was generated by developer Amy White on IP 198.51.100.200 during the update on 2024-09-09.,"[(10, 46, 'Token keys'), (67, 79, 'PER'), (83, 96, 'IP-Address'), (116, 126, 'DATE')]"
"On 2024-10-10, data analyst Mark Lee processed 5000 records using token 0f1e2d3c4b5a697887766554433221100 from server 192.168.10.100.","[(3, 13, 'DATE'), (25, 34, 'PER'), (44, 48, 'CARDINAL'), (55, 91, 'Token keys'), (103, 116, 'IP-Address')]"
The New York branch of Globex used token 9f8e7d6c5b4a3210fedcba9876543210 to secure server 10.10.10.10 on 2024-11-11.,"[(4, 12, 'LOC'), (24, 30, 'ORG'), (35, 71, 'Token keys'), (91, 101, 'IP-Address'), (105, 115, 'DATE')]"
"On 2024-01-01, translator Linda Park converted 4500 words from Chinese using token abcdef1234567890abcdef1234567890 from IP 172.16.254.2.","[(3, 13, 'DATE'), (25, 36, 'PER'), (46, 50, 'CARDINAL'), (56, 63, 'LANGUAGE'), (70, 106, 'Token keys'), (112, 125, 'IP-Address')]"
The token 123abc456def789ghi012jkl345mno678pqr90stu was invalidated after suspicious activity from IPv6 address 2001:db8::ff00:42:8329 on 2024-12-12.,"[(10, 46, 'Token keys'), (90, 113, 'IP-Address'), (117, 127, 'DATE')]"
Engineer John Smith logged in from IP 192.168.1.100 on 2024-08-08 using token 9abcdef0123456789abcdef012345678.,"[(9, 19, 'PER'), (33, 46, 'IP-Address'), (50, 60, 'DATE'), (71, 107, 'Token keys')]"
"On 2024-03-03, the Paris office processed 1000 transactions with token 0a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p from IP 203.0.113.88.","[(3, 13, 'DATE'), (18, 23, 'LOC'), (33, 37, 'CARDINAL'), (52, 88, 'Token keys'), (94, 107, 'IP-Address')]"
The token key fedcba9876543210fedcba9876543210 was assigned to user Sarah Connor at IP 172.16.0.3 on 2024-06-06.,"[(14, 50, 'Token keys'), (64, 76, 'PER'), (80, 93, 'IP-Address'), (97, 107, 'DATE')]"
"On 2024-04-04, developer Michael Scott pushed 256 commits using token abcdef1234567890abcdef1234567890 from server 10.0.0.2.","[(3, 13, 'DATE'), (23, 38, 'PER'), (46, 49, 'CARDINAL'), (52, 88, 'Token keys'), (104, 114, 'IP-Address')]"
The artist Frida Kahlo painted 'The Two Fridas' in 1939; token 9a8b7c6d5e4f3g2h1i0j9k8l7m6n5o4p was stored on IP 192.168.1.2.,"[(11, 22, 'PER'), (31, 46, 'WORK_OF_ART'), (50, 54, 'DATE'), (56, 92, 'Token keys'), (106, 117, 'IP-Address')]"
Admin Lisa Ray used token 00112233445566778899aabbccddeeff to access server 203.0.113.77 on 2024-04-04.,"[(6, 15, 'PER'), (21, 57, 'Token keys'), (71, 84, 'IP-Address'), (88, 98, 'DATE')]"
"On 2024-07-07, technician John Carter updated firmware version 2.3.4 using token 123abc456def789ghi012jkl345mno678pqr90stu from IP 172.16.0.10.","[(3, 13, 'DATE'), (24, 35, 'PER'), (54, 59, 'ORDINAL'), (66, 102, 'Token keys'), (108, 121, 'IP-Address')]"
The token abcdef1234567890abcdef1234567890 was generated by developer Amy White on IP 198.51.100.200 during the update on 2024-09-09.,"[(10, 46, 'Token keys'), (67, 79, 'PER'), (83, 96, 'IP-Address'), (116, 126, 'DATE')]"
"On 2024-10-10, data analyst Mark Lee processed 5000 records using token 0f1e2d3c4b5a697887766554433221100 from server 192.168.10.100.","[(3, 13, 'DATE'), (25, 34, 'PER'), (44, 48, 'CARDINAL'), (55, 91, 'Token keys'), (103, 116, 'IP-Address')]"
The New York branch of Globex used token 9f8e7d6c5b4a3210fedcba9876543210 to secure server 10.10.10.10 on 2024-11-11.,"[(4, 12, 'LOC'), (24, 30, 'ORG'), (35, 71, 'Token keys'), (91, 101, 'IP-Address'), (105, 115, 'DATE')]"
"On 2024-01-01, translator Linda Park converted 4500 words from Chinese using token abcdef1234567890abcdef1234567890 from IP 172.16.254.2.","[(3, 13, 'DATE'), (25, 36, 'PER'), (46, 50, 'CARDINAL'), (56, 63, 'LANGUAGE'), (70, 106, 'Token keys'), (112, 125, 'IP-Address')]"
The token 123abc456def789ghi012jkl345mno678pqr90stu was invalidated after suspicious activity from IPv6 address 2001:db8::ff00:42:8329 on 2024-12-12.,"[(10, 46, 'Token keys'), (90, 113, 'IP-Address'), (117, 127, 'DATE')]"
Engineer John Smith logged in from IP 192.168.1.100 on 2024-08-08 using token 9abcdef0123456789abcdef012345678.,"[(9, 19, 'PER'), (33, 46, 'IP-Address'), (50, 60, 'DATE'), (71, 107, 'Token keys')]"
"On 2024-03-03, the Paris office processed 1000 transactions with token 0a1b2c3d4e5f6g7h8i9j0k1l2m3n4o5p from IP 203.0.113.88.","[(3, 13, 'DATE'), (18, 23, 'LOC'), (33, 37, 'CARDINAL'), (52, 88, 'Token keys'), (94, 107, 'IP-Address')]"
The token key fedcba9876543210fedcba9876543210 was assigned to user Sarah Connor at IP 172.16.0.3 on 2024-06-06.,"[(14, 50, 'Token keys'), (64, 76, 'PER'), (80, 93, 'IP-Address'), (97, 107, 'DATE')]"
"On 2024-04-04, developer Michael Scott pushed 256 commits using token abcdef1234567890abcdef1234567890 from server 10.0.0.2.","[(3, 13, 'DATE'), (23, 38, 'PER'), (46, 49, 'CARDINAL'), (52, 88, 'Token keys'), (104, 114, 'IP-Address')]"
The artist Frida Kahlo painted 'The Two Fridas' in 1939; token 9a8b7c6d5e4f3g2h1i0j9k8l7m6n5o4p was stored on IP 192.168.1.2.,"[(11, 22, 'PER'), (31, 46, 'WORK_OF_ART'), (50, 54, 'DATE'), (56, 92, 'Token keys'), (106, 117, 'IP-Address')]"
Admin Lisa Ray used token 00112233445566778899aabbccddeeff to access server 203.0.113.77 on 2024-04-04.,"[(6, 15, 'PER'), (21, 57, 'Token keys'), (71, 84, 'IP-Address'), (88, 98, 'DATE')]"
"On 2024-07-07, technician John Carter updated firmware version 2.3.4 using token 123abc456def789ghi012jkl345mno678pqr90stu from IP 172.16.0.10.","[(3, 13, 'DATE'), (24, 35, 'PER'), (54, 59, 'ORDINAL'), (66, 102, 'Token keys'), (108, 121, 'IP-Address')]"
The token abcdef1234567890abcdef1234567890 was generated by developer Amy White on IP 198.51.100.200 during the update on 2024-09-09.,"[(10, 46, 'Token keys'), (67, 79, 'PER'), (83, 96, 'IP-Address'), (116, 126, 'DATE')]"
"On 2024-10-10, data analyst Mark Lee processed 5000 records using token 0f1e2d3c4b5a697887766554433221100 from server 192.168.10.100.","[(3, 13, 'DATE'), (25, 34, 'PER'), (44, 48, 'CARDINAL'), (55, 91, 'Token keys'), (103, 116, 'IP-Address')]"
The New York branch of Globex used token 9f8e7d6c5b4a3210fedcba9876543210 to secure server 10.10.10.10 on 2024-11-11.,"[(4, 12, 'LOC'), (24, 30, 'ORG'), (35, 71, 'Token keys'), (91, 101, 'IP-Address'), (105, 115, 'DATE')]"
"On 2024-01-01, translator Linda Park converted 4500 words from Chinese using token abcdef1234567890abcdef1234567890 from IP 172.16.254.2.","[(3, 13, 'DATE'), (25, 36, 'PER'), (46, 50, 'CARDINAL'), (56, 63, 'LANGUAGE'), (70, 106, 'Token keys'), (112, 125, 'IP-Address')]"
The token 123abc456def789ghi012jkl345mno678pqr90stu was invalidated after suspicious activity from IPv6 address 2001:db8::ff00:42:8329 on 2024-12-12.,"[(10, 46, 'Token keys'), (90, 113, 'IP-Address'), (117, 127, 'DATE')]"
"On 2024-05-15, user ID 7 accessed the server from IP 192.168.1.45 using token key aB3dE56fGhIjKlMnOpQrStUvWxYz1234567890.","[(3, 13, 'DATE'), (22, 23, 'CARDINAL'), (51, 63, 'IP-Address'), (77, 117, 'Token keys')]"
Payment of $350 was made on 2023-12-01 by Alice working at Globex Corp from IP 10.0.0.254 with token key ZXCVBNM123456qwertyASDFGH7890poiuy.,"[(11, 15, 'MONEY'), (29, 39, 'DATE'), (43, 48, 'PER'), (62, 73, 'ORG'), (83, 92, 'IP-Address'), (108, 148, 'Token keys')]"
Server at 172.16.254.1 responded to request 15 with token key MNBVCXZlkjhgfdsapoiuytrewq0987654321 and logged on 2024-01-10.,"[(10, 22, 'IP-Address'), (40, 42, 'CARDINAL'), (58, 98, 'Token keys'), (113, 123, 'DATE')]"
The novel 'Infinite Loop' by John Doe was uploaded on 2024-04-20 from IP fe80::f2de:f1ff:fe3f:307e using token key QWErty12345ASDFGH67890zxcvbnmlk.,"[(10, 23, 'WORK_OF_ART'), (27, 35, 'PER'), (56, 66, 'DATE'), (72, 91, 'IP-Address'), (105, 145, 'Token keys')]"
"On the 3rd of March, user 42 connected from IP 2001:0db8:85a3:0000:0000:8a2e:0370:7334 using token key LKJHGFDSA987654321QWERTYUIOP1234567890.","[(7, 11, 'ORDINAL'), (15, 20, 'DATE'), (27, 29, 'CARDINAL'), (43, 79, 'IP-Address'), (93, 133, 'Token keys')]"
"The database backup for OrgX completed on 2024-02-28 with 250GB stored, accessed from IP 192.0.2.1 and token key P0I9U8Y7T6R5E4W3Q2Z1X0C9V8BNMLKJHGFEDC.","[(27, 31, 'ORG'), (42, 52, 'DATE'), (58, 63, 'QUANTITY'), (80, 91, 'IP-Address'), (106, 146, 'Token keys')]"
"Client spoke in Spanish during the call on 2024-06-05, identified by token key ASDFGHJKLQWERTYUIOPZXCVBNM1234567890 and IP 203.0.113.77.","[(15, 22, 'LANGUAGE'), (43, 53, 'DATE'), (75, 115, 'Token keys'), (120, 132, 'IP-Address')]"
User Mike sent 5 reports titled 'System Crash' on 2024-03-11 from IP 198.51.100.23 using token key ZXCVBNMLKJHGFDSAPOIUYTREWQ1234567890.,"[(5, 9, 'PER'), (15, 16, 'CARDINAL'), (32, 44, 'WORK_OF_ART'), (48, 58, 'DATE'), (64, 76, 'IP-Address'), (90, 130, 'Token keys')]"
"The shipment of 120 units was dispatched on 2024-07-19 to New York, tracked via IP 172.217.6.68 and token key QAZWSXEDCRFVTGBYHNUJMIKLOP1234567890.","[(17, 20, 'QUANTITY'), (42, 52, 'DATE'), (56, 64, 'LOC'), (80, 92, 'IP-Address'), (107, 147, 'Token keys')]"
"On 2024-05-01, the artist's work 'Digital Sunrise' was uploaded from IP 2607:f8b0:4005:805::200e with token key MNBVCXZLKJHGFDSAPOIUYTREWQ1234567890.","[(3, 13, 'DATE'), (31, 46, 'WORK_OF_ART'), (63, 85, 'IP-Address'), (100, 140, 'Token keys')]"
System alerted at 14:32 on 2024-06-10 from IP 192.0.2.123; token key: ASDF1234QWER5678ZXCVBNM90LKJHGFDSAPOIUYTREWQ.,"[(22, 32, 'DATE'), (38, 50, 'IP-Address'), (63, 107, 'Token keys')]"
Employee Sarah accessed the database on 2024-03-30 from IP 10.10.10.10 with token key ZXCVBNMASDFGHJKLQWERTYUIOP1234567890.,"[(9, 14, 'PER'), (38, 48, 'DATE'), (54, 64, 'IP-Address'), (78, 118, 'Token keys')]"
"Invoice #4567 for $1500 was issued on 2024-04-22, processed by MegaCorp from IP 203.0.113.5 using token key PLMOKNIJBUHGVYTFCRDXESZWAQ1234567890.","[(8, 12, 'CARDINAL'), (17, 22, 'MONEY'), (34, 44, 'DATE'), (58, 66, 'ORG'), (72, 83, 'IP-Address'), (97, 137, 'Token keys')]"
"Customer ordered 3 copies of 'The Last Voyage' on 2024-05-12, confirmed via IP 198.51.100.45 and token key QWERTYUIOPLKJHGFDSAZXCVBNM1234567890.","[(17, 18, 'CARDINAL'), (29, 44, 'WORK_OF_ART'), (48, 58, 'DATE'), (72, 84, 'IP-Address'), (98, 138, 'Token keys')]"
"User 89 logged in on 2024-01-25 from the French office, IP 172.16.0.100, token key: ZXC123ASD456QWE789RTYUIOPLKJHGFDSAMNBVCXZ.","[(5, 7, 'CARDINAL'), (18, 28, 'DATE'), (38, 44, 'LOC'), (46, 58, 'IP-Address'), (72, 112, 'Token keys')]"
"The system update 'Patch 7' was released on 2024-06-01, downloaded by user Emily from IP 192.168.0.77 with token key QAZWSXEDCRFVTGBYHNUJMIKLOP1234567890.","[(19, 26, 'WORK_OF_ART'), (40, 50, 'DATE'), (67, 72, 'PER'), (78, 90, 'IP-Address'), (104, 144, 'Token keys')]"
